0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
-1.0,-1.0,1.0,82.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,452.0,72.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,143.0,0.0,74.0,0.0,1.0,0.0,1.0,1.0,-1.0,292.0,0.0,0.0,0.0,1.0,0.0,1
-1.0,-1.0,0.0,82.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,72.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,143.0,0.0,74.0,0.0,1.0,0.0,1.0,1.0,-1.0,292.0,0.0,0.0,0.0,1.0,0.0,1
4000.0,8000.0,16.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,48.0,0.0,1.0,0.0,1.0,1.0,10000.0,493.0,0.0,0.0,0.0,1.0,0.0,1
3000.0,5000.0,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,165.0,0.0,0.0,0.0,1.0,0.0,1
8000.0,15000.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,595.0,164.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,229.0,1.0,14.0,0.0,1.0,0.0,1.0,1.0,1000.0,580.0,0.0,0.0,0.0,1.0,0.0,1
8000.0,15000.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,150.0,43.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,1
5000.0,8000.0,3.0,98.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0,187.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,204.0,0.0,53.0,0.0,1.0,0.0,1.0,1.0,1000.0,394.0,0.0,0.0,1.0,1.0,1.0,1
8000.0,15000.0,24.0,86.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,235.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,18.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,100.0,273.0,0.0,0.0,0.0,0.0,0.0,1
5000.0,7000.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,44.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,52.0,0.0,100.0,1.0,1.0,0.0,1.0,1.0,200.0,244.0,0.0,0.0,0.0,1.0,0.0,0
4500.0,7000.0,1.0,99.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.0,388.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,60.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,200.0,170.0,0.0,0.0,0.0,1.0,1.0,1
